aapl_open,aapl_high,aapl_low,aapl_close,aapl_volume,msft_close,spy_close
0.9119853613906685,0.9988677108888471,0.9735211267605637,1.0000000000000004,0.40662448567236803,1.0,1.0
1.0,1.0,1.0,0.9587278899410401,0.37134195338545767,0.9523651452282156,0.9986793231531159
0.944556267154621,0.9477259860351008,0.9158685446009387,0.8733249955333218,0.3109453229655333,0.8475518672199169,0.9229880313660752
0.8181152790484907,0.8558218531798456,0.8595305164319247,0.8211541897445063,0.35925650388554736,0.826804979253112,0.919356170037144
0.8215919487648673,0.8339309303642195,0.8480751173708923,0.8241915311774166,0.30770231775871554,0.8281327800829876,0.9040858439950474
0.7518755718206775,0.80298169465937,0.7943661971830984,0.8245488654636417,0.4315542469196639,0.8300414937759335,0.8992983904250926
0.8111619396157366,0.8535572749575393,0.8441314553990611,0.8761836698231202,0.2389972380139388,0.8359336099585066,0.9341312422616594
0.8806953339432759,0.8913002453293077,0.9192488262910796,0.8842236912631769,0.2246670711173691,0.8632365145228214,0.9447791993396617
0.8746569075937787,0.8807322136252123,0.8623474178403754,0.8245488654636417,0.29393032504840494,0.7514522821576763,0.8912092447379281
0.7932296431838979,0.8271371956973015,0.8492018779342723,0.8402715740575313,0.27033226885010986,0.7962655601659749,0.8927775484936031
0.7963403476669719,0.8037365540668051,0.8175586854460093,0.7818474182597828,0.3497909716807957,0.7336099585062241,0.824845233182006
0.7687099725526076,0.7761841856954144,0.7524882629107981,0.718063248168662,0.3470592551539758,0.7392531120331949,0.7857201815930663
0.7134492223238795,0.7497641064351765,0.71943661971831,0.6873324995533325,0.3191564761762628,0.7248962655601661,0.7444490301279405
0.6665141811527908,0.686544631062465,0.6841314553990614,0.6498123994997322,0.5335540878101486,0.6786721991701246,0.67205943045811
0.5860933211344928,0.6104925457633521,0.5414084507042252,0.6356976951938544,0.7532384305737942,0.6814937759336099,0.6874122988031366
0.567063129002745,0.6191734289488582,0.5849765258215966,0.6028229408611758,0.4778060844478304,0.616099585062241,0.6430870821295915
0.6497712717291861,0.6499226269107381,0.6000000000000001,0.6012149365731645,0.42787436081122815,0.6843153526970953,0.6340899711101939
0.6305580969807871,0.6395546329496136,0.6086384976525823,0.5928175808468827,0.48674213977230857,0.7102904564315353,0.6164259182831202
0.6902104300091496,0.7624080015097188,0.6935211267605634,0.7913167768447389,0.829516686338738,0.7801659751037344,0.7048287247214198
0.7716376944190304,0.8501604076240801,0.8195305164319246,0.8708236555297484,0.5020311674037043,0.8027385892116183,0.7705323978539003
0.8420860018298262,0.8471409699943386,0.872112676056338,0.867786314096838,0.30055465294627254,0.7843153526970954,0.7956252579446965
0.855535224153706,0.866767314587658,0.8912676056338031,0.8897623726996611,0.289788027255556,0.8233195020746886,0.8319438712340075
0.8506861848124432,0.8735591621060581,0.8685446009389675,0.8372342326246209,0.345371222464026,0.7219917012448134,0.7432108955839869
